id,Job Title,Extracted Skills
583,Full Stack Developer,"agile, ai, angular, angularjs, apache, apache spark, api, apis, architecture, asp.net, automation testing, aws, azure, bitbucket, bootstrap, ci/cd, communication, computer vision, confluence, couchdb, cybersecurity, cypress, data pipeline, data visualization, data warehouse, deep learning, design patterns, devops, erp, ethereum, express, expressjs, fastapi, flutter, gcp, git, github, github actions, go, google cloud, gpt, graphql, grpc, hadoop, http, https, huggingface, illustrator, java, javascript, jquery, junit, kubernetes, leadership, linux, lua, matplotlib, mercurial, microservices, natural language processing, neural networks, nlp, numpy, nuxt, oauth, oop, opencv, pandas, perl, photoshop, php, plotly, plsql, postgres, postgresql, power bi, powershell, problem solving, puppet, pyspark, pytest, python, pytorch, r, rest api, restful, ruby, ruby on rails, rust, sap, scipy, scrum, security, selenium, sharepoint, soap, spacy, spark, spring, spring boot, swiftui, tableau, tcp/ip, tdd, typescript, uml, unit testing, unix, vue, vue.js, vuejs, webpack"
584,Database Administrator,"ai, analytical, communication, dl, erp, go, less, r"
585,Software Engineer,"agile, ai, amazon web services, analytical, architecture, automation testing, aws, bitbucket, communication, cybersecurity, design patterns, erp, git, github, github actions, gitlab, gitlab ci, google cloud, http, integration testing, ios, java, junit, microservices, power bi, powershell, r, scala, scikit-learn, scrum, security, solid, solidity, spring, springboot, sql, sqlite, system design, teamwork, unit testing, vite, web3, webpack, websocket"
586,Network Administrator,"ai, linux, neural networks, r, rest, security"
587,iOS Developer,".net, api, apis, asp.net, design patterns, ios, lua, networking, neural networks, next.js, node.js, objective-c, r, react.js, rest, restful, swift, swiftui, system design, teamwork, vue.js"
588,PHP Developer,"angular, git, go, php, r"
590,Java Developer,"agile, ai, amazon web services, angular, angular.js, aws, data analysis, data engineering, data pipeline, data visualization, data warehouse, erp, express, java, jira, linux, microservices, natural language processing, oracle, power bi, powershell, r, rest, restful, rust, security, shell, spring, sql, svn, unix, web3, webpack, websocket"
591,Software Engineer,"agile, ai, airflow, amazon web services, analytical, android, ansible, api, apis, architecture, artificial intelligence, automation testing, azure, bitbucket, blockchain, chai, ci/cd, circleci, communication, computer vision, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, deep learning, design patterns, devops, dl, elasticsearch, fastapi, figma, firebase, git, github, github actions, gitlab, gitlab ci, go, hive, html, http, https, huggingface, illustrator, integration testing, ionic, ios, javascript, jenkins, jira, junit, kotlin, leadership, linux, machine learning, mariadb, matplotlib, mercurial, microservices, ml, natural language processing, networking, nginx, objective-c, oop, power bi, powershell, problem solving, r, rails, react native, redis, rest api, ruby on rails, rust, scikit-learn, scipy, security, selenium, sharepoint, solid, solidity, spring, spring boot, sqlite, statistics, swift, swiftui, system design, tailwind, tcp/ip, teamwork, terraform, transformers, typescript, unit testing, unix, vite, web3, webpack, websocket, xamarin"
592,Full Stack Developer,"agile, ai, go, hadoop, hive, java, javascript, mysql, oop, postgres, r, rest, scala, sql"
593,PHP Developer,"amazon web services, aws, bootstrap, css, django, git, go, html, jquery, laravel, linux, matplotlib, ml, mongodb, mysql, oop, php, plotly, plsql, power bi, powershell, r, sql, svn, web3, webpack, websocket"
594,Full Stack Developer,"ai, dl, git, html, java, javascript, lua, ml, r, teamwork"
595,Full Stack Developer,"ai, angular, angularjs, api, apis, architecture, automation testing, aws, azure, bitbucket, c++, communication, computer vision, confluence, couchdb, cybersecurity, data visualization, data warehouse, dl, dynamodb, ethereum, express, flutter, github, github actions, go, google cloud, html, huggingface, illustrator, java, jquery, junit, kubernetes, less, linux, lua, machine learning, mercurial, ml, natural language processing, neural networks, numpy, nuxt, oauth, puppet, python, r, react, restful, ruby, ruby on rails, rust, scrum, security, selenium, swiftui, tableau, teamwork, uml, unit testing, unix, vue, vue.js, vuejs"
596,Flutter Developer,"dl, go, r, react, react native"
597,Network Administrator,"ai, amazon web services, automation testing, erp, integration testing, linux, lua, networking, neural networks, power bi, powershell, r, security, sql, tcp/ip, teamwork, unit testing, unix, web3, webpack, websocket"
598,iOS Developer,"data warehouse, illustrator, r, rust"
599,Flutter Developer,"android, firebase, flutter, go, google cloud, ios, java, r"
600,Java Developer,"ai, ajax, amazon web services, apache, api, apis, azure, bootstrap, communication, crm, css, git, go, html, java, javascript, jquery, linux, ml, mysql, oop, php, power bi, powershell, r, salesforce, solid, sql, web3, webpack, websocket"
601,DevOps Engineer,"ai, devops, go, leadership, qa, r, security"
602,Software Engineer,"ansible, artificial intelligence, azure, chef, ci/cd, circleci, clean code, devops, docker, git, gitlab ci, go, google cloud, jenkins, kubernetes, linux, postgres, postgresql, powershell, puppet, r, rest, scikit-learn, scipy, shell, sql, sql server, unix"
603,iOS Developer,"ai, api, apis, firebase, go, ios, junit, networking, neural networks, r, rest, swift, swiftui, teamwork, unit testing"
604,Backend Developer,"ai, ajax, amazon web services, api, architecture, bitbucket, bootstrap, css, cybersecurity, dl, git, github, github actions, gitlab, gitlab ci, go, html, java, javascript, jquery, junit, jwt, laravel, ml, mongodb, mysql, networking, neural networks, php, r, rest, scikit-learn, security, solidity, sql, sqlite, teamwork, unit testing, vite"
605,Java Developer,"agile, ai, amazon web services, android, angular, apache, architecture, azure, cassandra, chai, css, data analysis, design patterns, devops, dl, docker, github actions, go, html, ios, java, kubernetes, leadership, linux, lua, microservices, ml, mongodb, r, react, react native, react.js, reactjs, rest, restful, scala, soap, spring, spring boot, swiftui, unit testing, unix"
606,Network Administrator,"ai, apache, apache spark, chef, communication, ethereum, golang, natural language processing, neural networks, perl, powershell, python, r, security, shell"
607,Java Developer,"communication, data warehouse, go, illustrator, java, mercurial, microservices, oop, r, rust, spring, spring boot, transformers"
608,Java Developer,"agile, ai, amazon web services, angular, api, apis, architecture, aws, bitbucket, communication, css, cybersecurity, data warehouse, design patterns, devops, dl, git, github, github actions, gitlab, gitlab ci, go, html, illustrator, integration testing, java, junit, microservices, ml, natural language processing, networking, neural networks, oracle, power bi, powershell, python, r, rest, rust, scikit-learn, scrum, security, soap, solidity, spring, spring boot, sql, sqlite, system design, teamwork, unit testing, vite, web3, webpack, websocket"
609,Flutter Developer,"ai, amazon web services, android, api, architecture, dart, flutter, go, ios, power bi, powershell, r, rest, rest api, solid, web3, webpack, websocket"
610,DevOps Engineer,"ai, amazon web services, ansible, architecture, artificial intelligence, automation testing, aws, bash, chef, ci/cd, circleci, clean code, communication, devops, docker, erp, git, gitlab, gitlab ci, go, kubernetes, linux, microservices, mongodb, networking, puppet, python, r, redis, scikit-learn, scipy, security, solid, terraform"
612,iOS Developer,"amazon web services, api, apis, architecture, bitbucket, communication, git, go, ios, lua, networking, neural networks, objective-c, power bi, powershell, r, rest, restful, solid, swift, teamwork, web3, webpack, websocket"
613,Network Administrator,"ai, design patterns, networking, neural networks, r, security, sql server, system design, teamwork"
614,Software Engineer,"ai, amazon web services, api, architecture, aws, azure, bitbucket, clean code, communication, css, cybersecurity, data warehouse, docker, erp, git, github, github actions, gitlab, gitlab ci, illustrator, ios, java, javascript, json, junit, kubernetes, ml, node.js, power bi, powershell, python, r, react, react native, rest, rust, scikit-learn, security, solidity, sqlite, unit testing, vite, web3, webpack, websocket, xml"
615,Backend Developer,"ai, amazon web services, api, aws, communication, dl, go, google cloud, java, json, networking, neural networks, postgres, postgresql, power bi, powershell, r, rest, rest api, restful, ruby, sql, teamwork, web3, webpack, websocket"
616,Machine Learning,"ai, architecture, aws, bitbucket, communication, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, git, github, github actions, gitlab, gitlab ci, go, junit, linux, python, r, scikit-learn, security, shell, solidity, sql, sqlite, statistics, tableau, unit testing, vite"
617,Software Engineer,"agile, amazon web services, communication, git, go, java, leadership, networking, neural networks, power bi, powershell, r, teamwork, web3, webpack, websocket"
618,Wordpress Developer,"amazon web services, css, go, html, java, javascript, jquery, ml, php, power bi, powershell, r, sass, swiftui, web3, webpack, websocket"
619,PHP Developer,"ai, ajax, apache, automation testing, css, go, html, integration testing, java, javascript, jquery, json, less, linux, ml, mysql, networking, neural networks, oop, php, r, sql, ssl, teamwork, unit testing"
620,Flutter Developer,"android, dart, flutter, ios, r"
621,Wordpress Developer,"ai, amazon web services, api, css, dl, git, go, google cloud, html, http, ml, php, power bi, powershell, r, security, solid, ssl, web3, webpack, websocket"
622,Flutter Developer,"amazon web services, power bi, powershell, r, rest, web3, webpack, websocket"
623,Machine Learning,"ai, amazon web services, analytical, cassandra, communication, data analysis, data engineering, data pipeline, data visualization, data warehouse, go, hadoop, hive, illustrator, machine learning, matlab, ml, mongodb, nosql, numpy, oop, perl, power bi, powershell, problem solving, python, r, rest, rust, spark, sql, statistics, web3, webpack, websocket"
624,Django Developer,"ajax, api, architecture, css, design patterns, django, dl, flask, git, go, html, java, javascript, lua, mercurial, ml, php, python, r, react, rest, rest api, svn, system design"
